Text,QUALITY,PERFOMANCE,CUSTOMER#SERVICE,COST,RECOMMENDATIONS
"এটির শব্দ মানের তুলনায়, স্পিকার হিসাবে এটি ভাল নয়।",2,3,2,2,2
সাশ্রয়ী মূল্যের এবং ব্যবহার করা সহজ,2,1,2,1,2
কেবল সর্বোত্তম,1,2,2,2,2
"ভাল, আপনি আমাকে বিশ্বাস করে কিনতে পারেন",2,2,2,2,1
আমি এই পণ্য কেনার সুপারিশ করি !!!,2,2,2,2,1
বাজারের সেরা স্মার্টওয়াচ,2,1,2,2,2
স্মার্টওয়াচ আমার দেখা সেরা ক্রীড়া ঘড়ি .,2,1,2,2,2
ভুল হার্টবিট গণনা,2,3,2,2,2
বেঠিক পদবিন্যাস,2,2,3,2,2
"এটি প্রিমিয়াম, যদিও এটি দাম একটু বেশি।",1,2,2,3,2
ডিফল্টরূপে বাংলা ফন্ট সমর্থন / প্রদর্শন না।,2,3,2,2,2
আমি আগ্রহীভাবে এই জন্য অপেক্ষা করছি।,2,2,2,2,2
ব্যাটারি ব্যাকআপ যাচ্ছেতাই,2,3,2,2,2
ঘড়িটা অনেক সুন্দর আর উপকারি।,1,1,2,2,2
ফিটনেস ওয়াচ হিসাবে আটাই সর্বোত্তম।,2,1,2,2,2
আমি এটি খুবই উপভোগ করছি।,1,2,2,2,2
"সঠিক পদবিন্যাস,",2,2,1,2,2
ব্যাটারি ব্যাকআপ যাচ্ছেতাই,2,1,2,2,2
ভাল ডিজাইন অন্যান্য ব্যান্ডের তুলনায়।,3,2,2,2,2
খুব খুব নিম্ন মানের,3,2,2,2,2
Amzfit বিআইপি সঙ্গে মাপসই করবেন না।,2,2,3,2,2
এই কিনবেন না,2,2,2,2,3
এই বেল্ট সম্পূর্ণ অর্থ অপচয়।,2,2,2,3,2
পণ্য সত্যিই ভাল মানের।,1,2,2,2,2
কোন বিবর্ণতা বা বুদবুদ পর্যবেক্ষিত হয়নি,1,2,2,2,2
মান হিসেবে খুব খারাপ,3,2,2,2,2
এটা সম্পর্কে খুশি না।,3,2,2,2,2
তারা সর্বোত্তম সেবা দিচ্ছে,2,2,1,2,2
থ্যাঙ্ক য়্যু পিকাবু।,2,2,1,2,2
তারা ভাল সরবরাহকারীর কাছ থেকে এই ধরণের পণ্য গ্রহণ করেছিল যাকে আপনি সত্যিই বিশ্বাস করতে পারেন!,2,2,2,2,1
পণ্য ভাল এবং আমি অত্যন্ত সন্তুষ্ট।,1,2,2,2,2
জেনুইন চেহারা,1,2,2,2,2
দাম অনুযায়ী খুব স্ট্র্যাপ নিম্ন মানের,3,2,2,3,2
দ্রুত ডেলিভারি এবং অরিজিনাল প্রোডাক্ট।,2,2,1,2,2
ওভার অল সন্তুষ্ট।,2,2,1,2,2
দ্রুত ডেলিভারি এবং ভাল মানের পণ্য।,1,2,1,2,2
নিম্ন মানের স্ট্রাপ,3,2,2,2,2
স্বচ্ছ পণ্য ও ডেলিভারী,1,2,1,2,2
ব্যবহারকারীর অভিজ্ঞতা সন্তোষজনক,2,2,2,2,1
শাওমি ব্যান্ডের হলেও আশানুরুপ না,2,2,3,2,2
হালকা ওজন এবং আরামদায়ক।,1,2,2,2,2
ব্লুটুথ ডিভাইস এটা খুব সহজ,2,1,2,2,2
"ছবির গুণমান ভালো, আমি সন্তুষ্ট।",2,1,2,2,2
এই বাজেটের মধ্যে খুব ভাল।,2,2,2,1,2
অফিস বা ব্যবসার জন্য নিখুঁত।,2,2,2,2,1
Pickaboo পণ্য কেনার জন্য একটি নির্ভরযোগ্য উৎস।,2,2,1,2,2
আমি অনেক খুশি এবং সন্তুষ্ট।,2,2,1,2,2
চিন্তা ছাড়াই ঝামেলাহীন মুদ্রণের সান্ত্বনা দিয়েছে।,2,1,2,2,2
আমি এই পণ্য সুপারিশ করতে দ্বিধা করব না।,2,2,2,2,
"খুব ভাল মানের প্রিন্টার,",2,1,2,2,2
মুদ্রণ মান খুব ভাল।,2,1,2,2,2
মনিটর খুব সুন্দর এবং ধারালো।,1,2,2,2,2
কমদামে সেরা মনিটর,2,2,2,1,2
আমার মনে হয় তারমধ্যে এটাই সেরা,1,2,2,2,2
সিনেমা দেখার জন্য আরামদায়ক।,2,1,2,2,2
৩ বছরের ওয়ারেন্টিও আছে!,2,2,1,2,2
আনন্দদায়ক মনিটর,2,1,2,2,2
ভাল রেজল্যুশন।,2,1,2,2,2
কম বাজেটে সেরা !!,2,2,2,1,2
"অনেক ভালো কোয়ালিটি,",1,2,2,2,2
তীক্ষ্ণ এবং খাস্তা ছবির গুণমান,2,1,2,2,2
আউটলুক খুব আড়ম্বরপূর্ণ।,1,2,2,2,2
গুণ একটি ব্যাপার। নিম্ন মানের প্রোডাক্ট।,3,2,2,2,2
মান স্ট্যান্ডার্ড,1,2,2,2,2
Mi সবসময় তাদের মান বজায় রাখে।,1,2,2,2,2
বিদ্যুৎ সংরক্ষণ এবং দ্রুত শীতলকরণ।,2,1,2,2,2
যদিও দাগ পাওয়ার ভাল সম্ভাবনা আছে।,3,2,2,2,2
এটা আমার কাছে স্পষ্ট যে পিকবুও কেনাকাটা করার জন্য খুব বিশ্বস্ত সাইট।,2,2,1,2,2
উপযুক্ত রঙের সঙ্গে সুন্দর,1,2,2,2,2
আমি মনে করি ইমেজ এবং বিবরণ মিলে নাই।,2,2,3,2,2
চমৎকার মানের জিনিস।,1,2,2,2,2
খুব কম বাজেটের এসি।,2,2,2,1,2
আমার সমস্ত প্রত্যাশা অতিক্রম করেছে।,2,2,1,2,2
গ্রেট ওয়্যারেন্টি,2,2,1,2,2
মসৃণ চলমান,2,1,2,2,2
শক্তিশালী বায়ু নিক্ষেপ এবং শক্তি সঞ্চয়।,2,1,2,2,2
দীর্ঘ সময়ের জন্য লোড শেডিং টেকসই।,2,1,2,2,2
মূল্য নিয়ে হতাশ,2,2,2,3,2
অত্যন্ত শক্তিশালী এবং গ্রেট ওয়্যারেন্টি,2,1,1,2,2
এটা চমৎকার,1,2,2,2,2
চমৎকার মান,1,2,2,2,2
আইপিএস পরিসীমা খুব শক্তিশালী,2,1,2,2,2
এটা অসাধারণ. খুব প্রভাবিত.,1,2,2,2,2
অত্যন্ত শক্তিশালী এবং দক্ষ।,2,1,2,2,2
খুবই কার্যকরী,2,1,2,2,2
কার্যকরী নয়।,2,3,2,2,2
Pickaboo থেকে সব ভাল ব্রান্ডের সেরা সংগ্রহ আছে।,2,2,1,2,2
আমি সবসময় pickaboo এ আমার প্রয়োজনীয় সবকিছু খুঁজে পাই,2,2,1,2,2
জাদুর মত কাজ করে,2,1,2,2,2
দলের দ্বারা খুব পেশাদারী আচরণ।,2,2,1,2,2
পারফরম্যান্স ভাল,2,1,2,2,2
এই রেফ্রিজারেটর উপভোগ করতেছি,2,1,2,2,2
সঠিক তাপমাত্রায় খাদ্য রাখে,2,1,2,2,2
পুরোপুরি তাজা এবং শীতল খাদ্য রাখে।,2,1,2,2,2
পারফেক্ট যন্ত্রপাতি,2,1,2,2,2
বড় রেফ্রিজারেটর,2,1,2,2,2
অবিশ্বাস্য মানের,1,2,2,2,2
বিশ্বস্ত সাইট,2,2,1,2,2
আশ্চর্যজনক প্রোডাক্ট,1,2,2,2,2
"ফ্রিজের ভেতরে অনেক জায়গা,",2,1,2,2,2
কমদামে সেরা ফ্রিজ,2,2,2,1,2
সার্ভিস খুবই ভালো,2,2,1,2,2
এই দামে এত প্রশস্ত জায়গা ওয়ালা ফ্রিজ পাবো ভাবিনি।,2,2,2,1,2
Pickaboo এর সেবা জন্য খুশি। খুবই ভালো করেছে,2,2,1,2,2
"আমি শুধু তার পারফরম্যান্সের সাথেই প্রভাবিত নই, তবে পিকাবুয়ের সেবা এবং তার সেবা দলের সাথেও।",2,2,1,2,2
বিশ্বস্ত পণ্য,1,2,2,2,2
স্পেসিফিকেশনের চেয়ে ভাল কর্মক্ষমতা,2,1,2,2,2
"বিস্ময়কর ফ্রিজ,",1,2,2,2,2
এটা প্রত্যাশিত এবং প্রয়োজন হিসাবে এটা নিখুঁত মেশিন।,2,1,2,2,2
অত্যন্ত ভাল কর্মক্ষমতা।,2,1,2,2,2
উপলব্ধ অনেক উন্নত বৈশিষ্ট্য,2,2,2,2,2
এটি একটি আশ্চর্যজনক ঝামেলা মুক্ত পণ্য।,1,1,2,2,2
খুব সাশ্রয়ী মূল্যের।,2,2,2,1,2
ব্যবহার সহজ,2,1,2,2,2
মসৃণ এবং ভারী লোহা,1,2,2,2,2
বাজেটে সামগ্রিকভাবে ভাল ব্র্যান্ড পণ্য। প্রস্তাবিত।,2,2,2,1,1
কাজ এবং ব্যবহার করা খুব সহজ।,2,1,2,2,2
মাপসই করা সহজ,2,1,2,2,2
ব্যবহার করা সহজ,2,1,2,2,2
"এই পণ্যের পারফরম্যান্স, গুণমান এবং অ্যাক্সেসযোগ্যতার সাথে খুব খুশি।",2,1,2,2,2
আমি এই চমৎকার পণ্যের জন্য খুব ভাল পর্যালোচনা দেব,1,2,2,2,1
উচ্চ মানের পণ্য এবং সেবা,1,2,1,2,2
এটি শীতকালীন ঋতুতে ব্যবহার করার জন্য একটি অপরিহার্য পণ্য।,2,1,2,2,2
কম বিদ্যুৎ খরচ।,2,1,2,2,2
১০০% সন্তুষ্ট।,2,2,1,2,2
সেরা পণ্য।,1,2,2,2,2
অতি মূল্যবাণ.,1,2,2,2,2
অত্যন্ত ইকোনমিক,2,2,2,1,2
আপনার সব মৌলিক প্রয়োজনীয়তা পেতে Pickaboo সেরা জায়গা !!!,2,2,1,2,2
শক্তিশালী কর্মক্ষমতা,2,1,2,2,2
অত্যন্ত দক্ষ,2,1,2,2,2
অবিশ্বাস্য মানের,1,2,2,2,2
খুব শক্তিশালী ব্লোয়ার।,2,1,2,2,2
আমাদের মত বড় পরিবারের প্রয়োজন জন্য পারফেক্ট।,2,2,2,2,1
pureit সম্পর্কে কোন সন্দেহ নেই।,2,1,2,2,2
খুব ভাল জল ফিল্টার।,2,1,2,2,2
এই পণ্য বিক্রি করার জন্য ধন্যবাদ pickaboo,2,2,1,2,2
তারা আমাকে জেনুইন পণ্য দেয়।,2,2,1,2,2
বিশ্ব সেরা পণ্য,1,2,2,2,2
এটি সেরা জল পরিশোধক,2,1,2,2,2
কোন ঝামেলা নেই,2,2,1,2,2
বিশাল ঝামেলা,2,2,3,2,2
ঝামেলার পণ্য,3,2,2,2,2
আশার অতীত,2,2,2,2,2
যেমন ভেবে ছিলাম তার চেয়ে ভাল,2,2,2,2,2
স্পষ্ট ভয়েস সঙ্গে পারফেক্ট ফোন।,2,1,2,2,2
যেমন ভেবেছিলাম তেমন না,2,2,2,2,2
মসৃণ কাজ করে,2,1,2,2,2
আড়ম্বরপূর্ণ নকশা,1,2,2,2,2
অনুসন্ধান থেকে ডেলিভারি সামগ্রিক অভিজ্ঞতা ভাল ছিল।,2,2,1,2,2
যেমন ভেবেছিলাম ঠিক তার বিপরীত,2,2,2,2,2
খুব খারাপ আইটেম,3,2,2,2,2
ওয়াচ কাজ করছে না,2,3,2,2,2
পণ্যের দামের চেয়ে মান কম,2,2,2,3,2
নিম্ন মান. সবচেয়ে খারাপ পণ্য 😔😞,3,2,2,2,2
খুব খারাপ মানের,3,2,2,2,2
নকশা ভাল এবং উপাদান ডিসেন্ট।,1,2,2,2,2
ফাটাফাটি,2,1,2,2,2
নিম্ন মানের!,3,2,2,2,2
ডেলিভারি দ্রুত ছিল,2,2,1,2,2
যেমন উল্লেখ ছিল সে হিসাবে কাপড় খারাপ মানের,3,2,2,2,2
এটা প্রত্যাশিত। এটা আমার সংগ্রহে সেরা জামাকাপড়ের একটি।,1,2,2,2,2
মান হিসাবে প্রত্যাশিত ছিল,1,2,2,2,2
স্টাইলিশ টি শার্ট এবং পরিধান খুব আরামদায়ক,1,2,2,2,2
সামগ্রিকভাবে এটি একটি ভাল পণ্য।,1,2,2,2,2
প্রত্যাশিত না,2,2,2,2,2
শুধু দরিদ্র মানের,3,2,2,2,2
আবোল তাবোল প্রোডাক্ট,3,2,2,2,2
পণ্য এর মান বেশ ভাল।,1,2,2,2,2
এটা সত্যিই অর্থ অপচয়,2,2,2,3,2
তারা আমাকে এই পণ্যের পরিবর্তে ভুল পণ্য পাঠিয়েছে। খারাপ সেবা,2,2,3,2,2
আমি সম্পূর্ণ সন্তুষ্ট ... 😊,2,2,1,2,2
কম মানের পণ্য। পিছনের দিকে একটি গর্ত।,3,2,2,2,2
একদম পাতলা কাপড়।,3,2,2,2,2
ভুয়া।। ভুয়া,3,2,2,2,2
এটা আনকমন ছিল ...,1,2,2,2,2
কি দারুন,1,2,2,2,2
পণ্য ভাল না !!!,3,2,2,2,2
খুব খুব কম মানের,3,2,2,2,2
ছবির মত না,2,2,3,2,2
"নিশ্চিতভাবে, এটি একটি ভালো শার্ট।",1,2,2,2,2
ফিটিং শার্ট,1,2,2,2,2
এই পণ্য ফ্যাব্রিক সত্যিই আরামদায়ক যা ভাল।,1,2,2,2,2
কখনই এটা কিনবেন না।,2,2,2,2,3
প্রিয় পণ্য,1,2,2,2,2
শার্ট নিজেই খুব অভিনব দেখায়,1,2,2,2,2
ভাল্লাগছে। 😍,1,2,2,2,2
দাম অনুয়াযী ঠিক আছে,2,2,2,1,2
কাপড়ের কোয়ালিটি খুব-ই খারাপ।,3,2,2,2,2
সম্পূর্ণ অপেশাদার 👎 👎,2,2,3,2,2
অত্যন্ত খারাপ তুলো এবং মুদ্রণ,3,2,2,2,2
এটি সঠিক গ্রাহক সেবা নয়,2,2,3,2,2
এই পণ্য কিনতে সুপারিশ করবেন না।,2,2,2,2,3
খুব খারাপ মানের এবং সস্তা মানের।,3,2,2,2,2
আমি সত্যিই হতাশ।,2,2,3,2,2
দারেজ দল থেকে চমৎকার সহযোগিতা,2,2,1,2,2
আমার সাথে প্রতারণা করেছে .,2,2,3,2,2
"অর্ডার দিছি একটা দিছে আরেকটা, ফালতু",2,2,3,2,2
মান ভাল না এবং ফিনিশিং ভাল না,3,2,2,2,2
স্বাভাবিক মানের,1,2,2,2,2
"সব চেয়ে নিন্ম মানের টি শার্ট,",3,2,2,2,2
ভুল পন্য ডেলিভারি দেওয়া হয়েছে।,2,2,3,2,2
আমাকে ভুল পণ্য দিয়েছেন।,2,2,3,2,2
পুরাই ফালতু কাপড়,3,2,2,2,2
দ্রুত শিপিং & ভাল পণ্য,2,2,1,2,2
কাপড় খুবিই নিম্ন মানের,3,2,2,2,2
ফালতু একটা জিনিশ।,3,2,2,2,2
না কিনাই ভাল। শুধুসুধু টাকা অপচয়।,2,2,3,2,3
"ফালতু সেলার, চিটার!",2,2,3,2,2
মিথ্যাবাদী কটন কাপড় বলে মানুষকে ঠকাচ্ছে,2,2,3,2,2
ভুল আকার প্রদান করা হয়েছে,2,2,3,2,2
"ঘষামাজা, রং উঠানো কিছু জায়গায়!",3,2,2,2,2
"এই শার্ট পুরোপুরি মাপসই, এই টি শার্ট খুব আরামদায়ক।",1,2,2,2,2
পণ্য সন্তোষজনক ছিল।,1,2,2,2,2
ফুট পাথের ৫০-৭০ টাকার কাপড় ও এর চেয়ে ভাল।,2,2,2,2,3
আসলেই ভাল. আরামদায়ক।,1,2,2,2,2
বিক্রেতার কর্মক্ষমতা খুব খারাপ।,2,2,3,2,2
পরতে আরামদায়ক. ভাল ফিটিং,1,2,2,2,2
আশ্চর্যজনক পণ্য,1,2,2,2,2
গুণ ভাল ছিল।,1,2,2,2,2
"প্রিন্টটা সেরকম নয়,পুরাই ভিন্ন",2,2,3,2,2
খুব দেরী ডেলিভারিতে,2,2,3,2,2
নকশা উপরের বিবর্ণ বা অনুপস্থিত ছিল।,3,2,2,2,2
পণ্যের আকার ঠিক না,3,2,2,2,2
খারাপ মুদ্রণ। কিছু রং,3,2,2,2,2
খুব খারাপ মানের,3,2,2,2,2
কাস্টমার যেমন অখুশি,2,2,3,2,2
রঙ খুব ভাল না 😡😡,3,2,2,2,2
আমি পণ্যের সাথে খুশি নই 😑😑,3,2,2,2,2
ছেড়া প্রোডাক্ট।,3,2,2,2,2
হ্যারাসমেন্টও কাস্টমারের,2,2,3,2,2
আগ্রহ হারিয়ে ফেলব।,2,2,2,2,2
প্রডাক্টটি এতো নিম্নমানের যে,3,2,2,2,2
রিতিমত হতাশ,2,2,3,2,2
সে তুলনায় দাম অতিরিক্ত,2,2,2,3,2
পণ্য প্রত্যাখ্যান করুন,2,2,2,2,3
আমার জেকেট ভালো হয়নি.,3,2,2,2,2
উপরের পিইউ লেদারটা খুবই নিন্মমানের,3,2,2,2,2
আমি ঘৃণা করি।,2,2,2,2,2
চিত্তাকর্ষক।,1,2,2,2,2
আমি প্রশংসা করছি.,2,2,2,2,1
চেইন ফেটে গেছে,3,2,2,2,2
রঙ এবং আকার বিস্তারিত হিসাবে নিখুঁত ছিল।,1,2,2,2,2
খুব খারাপ অভিজ্ঞতা,2,2,3,2,2
সুপার. এটা পুরুষদের জন্য নিখুঁত বৃষ্টি কোট।,1,2,2,2,2
"এর নকশা, রঙ বিপরীতে বিবরণ ভাল দেখায়।",1,2,2,2,2
একটি খারাপ পণ্য।,3,2,2,2,2
চমৎকার পণ্য।,1,2,2,2,2
আমি সন্তুষ্ট নই।,2,2,3,2,2
আমি মনে করি এটা ভাল নয়।,3,2,2,2,2
কাপড়ের নিচের দিকে একটা ফুটো আছে।,3,2,2,2,2
কেউ কিনবেন না।,2,2,2,2,3
সম্পূর্ণরূপে খারাপ মানের।,3,2,2,2,2
রং এর কোন মিল নাই!!!,2,2,3,2,2
খুব দরিদ্র মানের এবং খারাপ ফিটিং,3,2,2,2,2
ওনার ব্যবহার ছিল ভদ্র।,1,2,2,2,2
দামের তুলনায় পন্যটি খুব একটু ভাল না।,2,2,2,3,2
ডেলিভারী ম্যান ও ছিল অনেক ভাল।,2,2,1,2,2
মূল্য পণ্য অনুযায়ী ভাল নয়,2,2,2,3,2
মানের সঙ্গে সন্তুষ্ট না।,3,2,2,2,2
ঠিক আছে,1,2,2,2,2
রঙ মেলে না!,2,2,3,2,2
আমি সত্যিই পণ্য মানের সঙ্গে সন্তুষ্ট।,1,2,2,2,2
দাম অনুযায়ী পন্যের মান এতো ভালো না।,3,2,2,3,2
পণ্য আমার ভাল মনে হয়।,1,2,2,2,2
এটি একটি ফ্যাশনেবল হুডি,1,2,2,2,2
পণ্য মানের এবং নকশা খুব চমৎকার।,1,2,2,2,2
খুব খুব হতাশ .,2,2,3,2,2
আকর্ষণীয় নকশা এবং আরামদায়ক,1,2,2,2,2
সত্যিই ভাল,1,2,2,2,2
"পন্যটি ভালোই,,😊😊",1,2,2,2,2
ভাল মানের পণ্য। আমি এটা পছন্দ করি.,1,2,2,2,2
ভাল মানের. স্বাভাবিক ঠান্ডার জন্য সুপারিশকৃত ।,1,2,2,2,2
হুডি বেশ ভালো ছিল!,1,2,2,2,2
"পুরাই ফালতু,",3,2,2,2,2
এই কোম্পানি আমাকে প্রতারিত করেছে।,2,2,3,2,2
ফ্যাব্রিক খুব আরামদায়ক,1,2,2,2,2
শুধু আমার সাথে প্রতারণা করছেন।,2,2,3,2,2
ভাল মানের পণ্য,1,2,2,2,2
মোটামুটি টাকা অপচয় 😠😠😠😠😠,2,2,2,3,2
ফ্যাব্রিক ভাল মানের ছিল না।,3,2,2,2,2
এটা দেখানো ছবির সঙ্গে মেলে না।,2,2,3,2,2
খুব হতাশ। সর্বনিম্ন মানের।,3,2,2,2,2
খারাপ গুনমাণ.,3,2,2,2,2
আমার খুব খারাপ অভিজ্ঞতা ছিল।,2,2,3,2,2
এত ভাল না!,3,2,2,2,2
বিজ্ঞাপিত আইটেম থেকে সম্পূর্ণ ভিন্ন।,2,2,3,2,2
রঙ ছবির সাথে মেলে না।,2,2,3,2,2
সুন্দর ফ্যাব্রিক। সুখী,1,2,2,2,2
"আমি জাল পণ্য পেয়েছিলাম,",2,2,3,2,2
এই শার্ট খুব খারাপ মানের।,3,2,2,2,2
একটি খারাপ শার্ট।,3,2,2,2,2
ফিনিশিং খারাপ না।,3,2,2,2,2
যা ছবির সঙ্গে মেলে না।,2,2,3,2,2
পণ্য গুণ খুব খারাপ,3,2,2,2,2
তৃতীয় শ্রেণীর পণ্য,3,2,2,2,2
থার্ড ক্লাস জিনিশ,3,2,2,2,2
কাপড়ের মান খুব খারাপ,3,2,2,2,2
"ভাল মানের, সবাইকে সুপারিশ করলাম!",1,2,2,2,2
মান তার মূল্য অনুযায়ী ঠিক আছে!,2,2,2,1,2
শার্ট ফ্যাব্রিক খুব মসৃণ এবং আরামদায়ক ছিল।,1,2,2,2,2
"এই শার্টের ফ্যাব্রিকটি দুর্দান্ত ছিল,",1,2,2,2,2
এটি একটি খুব আকর্ষণীয় শার্ট যা আমি খুব পছন্দ করি।,1,2,2,2,2
আমার দেখা সবচেয়ে খারাপ শার্ট।,3,2,2,2,2
ফিনিশিং ভাল নয়। খুব সস্তা পোশাক।,3,2,2,2,2
"সময় ও অর্থ অপচয়, খারাপ কেনাকাটা",2,2,2,3,2
পণ্য এই মূল্য অনুযায়ী ভাল।,2,2,2,1,2
গুণ যথেষ্ট ভাল না,3,2,2,2,2
মান যথেষ্ট ভাল না,3,2,2,2,2
আমি আশাহত.,2,2,3,2,2
খুব কম মানের কাপড়,3,2,2,2,2
কাপড় আমার প্রত্যাশা হিসাবে ভাল নয়।,3,2,2,2,2
ভাল মানের শার্ট।,1,2,2,2,2
পণ্যের গুণমান সন্তোষজনক নয়।,3,2,2,2,2
বেষ্ট কাপড়,1,2,2,2,2
ফ্যাব্রিক ভাল ছিল না।,3,2,2,2,2
শার্ট ছিল আশ্চর্যজনক,1,2,2,2,2
গ্রেট ফিট। পরতে আরামদায়ক.,1,2,2,2,2
অনেক স্পট এবং শার্টের মধ্যে গর্ত।,3,2,2,2,2
এই শার্ট সম্পর্কে কোন অভিযোগ নেই।,3,2,2,2,2
চমত্কার শার্ট।,1,2,2,2,2
এই পণ্যের গুণমান ভাল ছিল।,1,2,2,2,2
সামনাসামনি হলে জীবনেও এমন পণ্য কিনতান না।,3,2,2,2,2
সেলাই এ অনক সমস্যা।,3,2,2,2,2
ছবির সাথে পণ্যের কোন মিল নাই।,2,2,3,2,2
কাপড়ের মান ভালনা,3,2,2,2,2
কাপড়ের কোয়ালিটি খারাপ।,3,2,2,2,2
বাজে কাপড় দিয়া বানানো।,3,2,2,2,2
সামগ্রিকভাবে সন্তোষজনক না।,2,2,3,2,2
রঙ উঠে যায় একবার ওয়াশ করলে,3,2,2,2,2
"ক্রয় সম্পর্কে বেশ হতাশ,",2,2,3,2,2
ভুল সাইজ দেয়া হয়েছে,2,2,3,2,2
গুণ খুব কম।,3,2,2,2,2
তুলনাহীন কাপড়,1,2,2,2,2
এত ভাল না!,3,2,2,2,2
মনটা খারাপ হয়ে গেল।,2,2,3,2,2
ভাল পণ্য .. সামগ্রিক এটা ভাল।,1,2,2,2,2
অত্যন্ত খারাপ পণ্য।,3,2,2,2,2
মূল্য অনুযায়ী আপনার জন্য সেরা পণ্য।,2,2,2,1,2
রঙ ছবি হিসাবে উজ্জ্বল নয়।,2,2,3,2,2
ত্রুটি রয়েছে।,3,2,2,2,2
জিন্স নিখুঁত ফিট।,1,2,2,2,2
সামগ্রিকভাবে নিম্ন মানের মানের জিন্স ....,3,2,2,2,2
পুরোপুরি উপযুক্ত নয়।,3,2,2,2,2
"অসাধারণ জিন্স, পাতলা জিন্স, পরিধান আরামদায়ক।",1,2,2,2,2
"খারাপ মানের সাইজ,",3,2,2,2,2
সুপার পণ্য।,1,2,2,2,2
সাইজ আমার জন্য সঠিক ছিল না।,3,2,2,2,2
সত্যিই একটি নিখুঁত জিন্স প্যান্ট ।,1,2,2,2,2
ফূটপাতের পন্য,3,2,2,2,2
এইটা ঠিক আছে,1,2,2,2,2
আমি আমার পণ্য পেয়ে খুব খুশি।,1,2,2,2,2
ভাল ফিট করে।,1,2,2,2,2
অবিশ্বাস্য !!! সুন্দর সেবা।,2,2,1,2,2
খুব আরামদায়ক হালকা উপাদান,1,2,2,2,2
এটা খুব সুন্দর ছিল.,2,2,1,2,2
আমার কেনার সাথে অত্যন্ত আনন্দিত,3,2,2,2,2
খুবই বাজে কাপড়।,3,2,2,2,2
"গ্রেট জিন্স এটা দুর্দান্ত,",1,2,2,2,2
আমি এই জিন্স ভালোবাসি।,1,2,2,2,2
আমি এটা পছন্দ করি।,1,2,2,2,2
রঙ এবং নকশা আকর্ষণীয় ছিল,1,2,2,2,2
"জিন্স সুন্দর এবং আরামদায়ক,",1,2,2,2,2
এই জিন্স আমার জন্য নিখুঁত।,1,2,2,2,2
আমি কম দামে একটি ভাল পণ্য পেয়েছিলাম।,2,2,2,1,2
"ভাল উপাদান, মূল্য খুবই প্রতিযোগিতামূলক",1,2,2,1,2
আমি এই পণ্য পেয়ে সত্যিই আনন্দিত।,1,2,2,2,2
প্রদর্শিত ছবির সঙ্গে মেলে না।,2,2,3,2,2
আমি সন্তুস্ট।,2,2,1,2,2
"পণ্য যথেষ্ট ভাল, ধন্যবাদ।",1,2,2,2,2
মোটামুটি কাপড় ভালোই।,1,2,2,2,2
খুব বিবর্ণ।,3,2,2,2,2
আমাকে এই ধরনের পণ্য দেওয়ার জন্য ধন্যবাদ। চমত্কার,2,2,1,2,
চমৎকার পণ্য।,1,2,2,2,2
পরতে আরামদায়ক. আমি সঠিক সাইজ পেয়েছি,1,2,2,2,2
সস্তা দামের মধ্যে ভাল পণ্য,2,2,2,1,2
দৈনন্দিন ব্যবহারের জন্য ভাল জিন্স।,1,2,2,2,2
"এটি একটি ভাল পণ্য ছিল, আমি সন্তুষ্ট",1,2,2,2,2
অত্যন্ত আরামদায়ক এবং স্পষ্টভাবে সস্তা। চমৎকার পণ্য।,1,2,2,1,2
একটি যুক্তিসঙ্গত মূল্যে ভাল পণ্য।,2,2,2,1,2
"একদম ফালতু কোয়ালিটি , টাকা নষ্ট",3,2,2,3,2
আমি এই পণ্যটি কিনে খুব হতাশ। 😡,3,2,2,2,2
সর্বনিম্ন মূল্যে সর্বনিম্ন মানের।,3,2,2,1,2
ছবি এবং বিতরণ পণ্য একই নয়,2,2,3,2,2
ন্যায্য মূল্য .. ন্যায্য পণ্য।,1,2,2,1,2
ফেয়ার মুল্যে ফেয়ার পণ্য।,1,2,2,1,2
এটি একটি আশ্চর্যজনক পণ্য।,1,2,2,2,2
এই পণ্য দেখতে ভাল এবং আড়ম্বরপূর্ণ।,1,2,2,2,2
এই রকম আশা করিনি।,2,2,3,2,2
শুধু আশ্চর্যজনক পণ্য,1,2,2,2,2
বিতরণ করা ছবি দেওয়া ছবি থেকে ভিন্ন,2,2,3,2,2
এবং আমি সন্তুষ্ট,2,2,1,2,2
একেবারেই লোকাল কোয়ালিটি ওয়ালেট,3,2,2,2,2
দারাজের ছাড় ধাপ্পাবাজি,2,2,3,2,2
ভাই এইটা আসলেই শুভঙ্করের ফাঁকি।,2,2,3,2,2
সবচেয়ে খারাপ অভিজ্ঞতা।,2,2,3,2,2
চমৎকার পণ্য ..,1,2,2,2,2
বাজে পণ্য।,3,2,2,2,2
সম্পূর্ণ অক্ষত ..,1,2,2,2,2
টাকার অনুপাতে বেশি ভালো না,2,2,2,3,2
বাহ এটা খুব সুন্দর ছিল,1,2,2,2,2
দারাজ গ্রাহকের জন্য দুঃস্বপ্ন।,2,2,3,2,2
খুব নরমাল পণ্য প্রদান করে ।,1,2,2,2,2
ভাল মানের চামড়া দিয়ে সুন্দর পণ্য .,1,2,2,2,2
আমি এটা সুখীভাবে ব্যবহার করছি .,1,2,2,2,2
অসাধারণ! সবাইকে সুপারিশ করা হয়েছে।,2,2,2,2,1
এটা সত্যিই ভাল ..,1,2,2,2,2
দাম হি‌সে‌বে অনেক ভাল,2,2,2,1,2
